No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
25797,22.0,24.0,20.0,33.0,600.0,50.0,7.0,1013.4,-13.3,0.0,NNW,1.1,Aotizhongxin,2016-02-08 20:00:00
25798,45.0,60.0,29.0,62.0,800.0,19.0,6.7,1014.2,-13.0,0.0,NNE,1.4,Aotizhongxin,2016-02-08 21:00:00
25799,42.0,60.0,24.0,31.0,800.0,50.0,6.4,1015.1,-11.8,0.0,NNW,1.6,Aotizhongxin,2016-02-08 22:00:00
25800,49.0,67.0,29.0,35.0,700.0,44.0,6.5,1015.5,-12.2,0.0,NNW,1.4,Aotizhongxin,2016-02-08 23:00:00
25801,21.0,29.0,22.0,15.0,600.0,67.0,3.5,1016.0,-11.7,0.0,ESE,1.8,Aotizhongxin,2016-02-09 00:00:00
25802,23.0,31.0,23.0,25.0,900.0,54.0,1.8,1016.3,-11.0,0.0,N,0.8,Aotizhongxin,2016-02-09 01:00:00
25803,35.0,48.0,26.0,45.0,1200.0,27.0,-0.3,1016.8,-11.1,0.0,E,1.5,Aotizhongxin,2016-02-09 02:00:00
25804,33.0,41.0,23.0,45.0,1100.0,25.0,-0.3,1017.0,-9.7,0.0,ENE,1.4,Aotizhongxin,2016-02-09 03:00:00
25805,26.0,36.0,21.0,52.0,1100.0,33.94703389830509,-1.6,1017.4,-10.9,0.0,SW,0.1,Aotizhongxin,2016-02-09 04:00:00
25806,20.0,20.0,17.0,45.0,1000.0,30.0,-2.9,1017.4,-11.4,0.0,E,0.7,Aotizhongxin,2016-02-09 05:00:00
25807,19.0,19.0,12.0,38.0,900.0,37.0,-2.8,1017.9,-12.0,0.0,NE,1.2,Aotizhongxin,2016-02-09 06:00:00
25808,15.0,16.0,9.0,32.0,800.0,42.0,-2.0,1018.6,-12.9,0.0,NE,1.5,Aotizhongxin,2016-02-09 07:00:00
25809,13.0,18.0,11.0,30.0,700.0,44.0,-1.2,1019.4,-13.1,0.0,ENE,1.2,Aotizhongxin,2016-02-09 08:00:00
25810,16.0,24.0,10.0,35.0,800.0,39.0,1.0,1020.1,-12.8,0.0,ENE,1.4,Aotizhongxin,2016-02-09 09:00:00
25811,16.0,23.0,9.0,32.0,800.0,44.0,3.8,1020.5,-12.2,0.0,NE,0.8,Aotizhongxin,2016-02-09 10:00:00
25812,23.0,28.0,10.0,36.0,900.0,45.0,5.4,1020.0,-12.1,0.0,E,1.4,Aotizhongxin,2016-02-09 11:00:00
25813,31.0,38.0,13.0,39.0,1000.0,49.0,7.6,1019.1,-12.3,0.0,SE,1.3,Aotizhongxin,2016-02-09 12:00:00
25814,47.0,47.0,17.0,53.0,1300.0,42.0,9.2,1018.0,-13.3,0.0,S,2.3,Aotizhongxin,2016-02-09 13:00:00
25815,49.0,49.0,27.0,38.0,1300.0,72.0,10.3,1016.7,-13.7,0.0,S,2.4,Aotizhongxin,2016-02-09 14:00:00
25816,35.0,35.0,20.0,17.0,900.0,98.0,10.7,1015.9,-14.2,0.0,SW,2.8,Aotizhongxin,2016-02-09 15:00:00
25817,44.0,54.0,18.0,16.0,1000.0,111.0,10.6,1015.5,-14.2,0.0,S,2.7,Aotizhongxin,2016-02-09 16:00:00
25818,56.0,73.0,19.0,23.0,1100.0,111.0,9.8,1015.3,-14.2,0.0,SSW,2.4,Aotizhongxin,2016-02-09 17:00:00
25819,77.0,103.0,24.0,38.0,1200.0,99.0,8.4,1015.4,-13.3,0.0,SSE,1.2,Aotizhongxin,2016-02-09 18:00:00
25820,84.0,110.0,29.0,51.0,1500.0,79.0,7.4,1015.8,-13.0,0.0,SE,2.0,Aotizhongxin,2016-02-09 19:00:00
25821,75.0,99.0,35.0,56.0,1600.0,55.0,5.8,1016.0,-12.8,0.0,SE,1.7,Aotizhongxin,2016-02-09 20:00:00
25822,47.0,58.0,36.0,51.0,1100.0,43.0,4.5,1016.1,-13.9,0.0,SE,1.4,Aotizhongxin,2016-02-09 21:00:00
25823,61.0,76.0,42.0,68.0,1200.0,26.0,2.8,1016.3,-14.4,0.0,ESE,0.9,Aotizhongxin,2016-02-09 22:00:00
25824,64.0,75.0,36.0,76.0,1300.0,14.0,-0.1,1016.5,-13.1,0.0,ENE,1.3,Aotizhongxin,2016-02-09 23:00:00
25825,67.0,71.0,36.0,77.0,1600.0,9.0,-2.0,1016.6,-12.1,0.0,ENE,1.3,Aotizhongxin,2016-02-10 00:00:00
25826,76.0,84.0,40.0,74.0,2400.0,8.0,-2.4,1016.1,-12.2,0.0,ESE,0.9,Aotizhongxin,2016-02-10 01:00:00
25827,83.0,83.0,41.0,68.0,2300.0,11.0,-2.7,1016.2,-12.0,0.0,NE,1.2,Aotizhongxin,2016-02-10 02:00:00
25828,81.0,81.0,39.0,70.0,2000.0,10.0,-3.1,1015.6,-12.1,0.0,ENE,0.5,Aotizhongxin,2016-02-10 03:00:00
25829,84.0,84.0,36.0,71.0,1900.0,8.0,-3.6,1014.8,-11.3,0.0,SW,0.4,Aotizhongxin,2016-02-10 04:00:00
25830,87.0,87.0,45.0,74.0,2400.0,9.0,-4.3,1014.6,-12.2,0.0,NE,0.2,Aotizhongxin,2016-02-10 05:00:00
25831,97.0,97.0,48.0,73.0,2800.0,8.0,-4.6,1014.5,-12.1,0.0,SE,0.6,Aotizhongxin,2016-02-10 06:00:00
25832,96.0,96.0,44.0,70.0,2900.0,7.0,-4.2,1014.5,-11.7,0.0,NE,1.9,Aotizhongxin,2016-02-10 07:00:00
25833,86.0,86.0,45.0,67.0,2600.0,8.0,-3.5,1015.0,-11.3,0.0,ENE,1.4,Aotizhongxin,2016-02-10 08:00:00
25834,80.0,80.0,47.0,59.0,2200.0,17.0,1.0,1015.1,-11.1,0.0,NE,0.9,Aotizhongxin,2016-02-10 09:00:00
25835,79.0,85.0,57.0,56.0,2300.0,26.0,3.2,1015.3,-12.3,0.0,ENE,1.3,Aotizhongxin,2016-02-10 10:00:00
25836,77.0,77.0,51.0,54.0,2200.0,34.0,4.9,1015.1,-12.1,0.0,ESE,1.4,Aotizhongxin,2016-02-10 11:00:00
25837,68.0,68.0,54.0,50.0,2400.0,43.0,6.0,1014.2,-12.6,0.0,ENE,2.2,Aotizhongxin,2016-02-10 12:00:00
25838,77.0,77.0,72.0,53.0,3100.0,49.0,7.0,1013.2,-12.2,0.0,E,2.0,Aotizhongxin,2016-02-10 13:00:00
25839,90.0,90.0,86.0,57.0,3500.0,55.0,8.1,1012.2,-12.4,0.0,ESE,2.0,Aotizhongxin,2016-02-10 14:00:00
25840,109.0,110.0,96.0,61.0,3700.0,58.0,8.7,1011.8,-12.5,0.0,E,1.7,Aotizhongxin,2016-02-10 15:00:00
25841,116.0,124.0,90.0,59.0,4000.0,63.0,8.5,1011.7,-12.1,0.0,ESE,1.7,Aotizhongxin,2016-02-10 16:00:00
25842,120.0,140.0,85.0,65.0,4100.0,59.0,7.8,1011.8,-11.0,0.0,E,1.2,Aotizhongxin,2016-02-10 17:00:00
25843,120.0,146.0,80.0,83.0,4300.0,39.0,4.9,1012.3,-10.4,0.0,E,0.6,Aotizhongxin,2016-02-10 18:00:00
25844,122.0,144.0,75.0,86.0,4000.0,30.0,2.8,1012.9,-9.8,0.0,ENE,0.6,Aotizhongxin,2016-02-10 19:00:00
25845,126.0,151.0,68.0,96.0,3900.0,13.0,2.3,1013.2,-8.7,0.0,NE,0.6,Aotizhongxin,2016-02-10 20:00:00
25846,139.0,171.0,73.0,104.0,4200.0,6.0,2.1,1013.6,-7.5,0.0,ENE,1.1,Aotizhongxin,2016-02-10 21:00:00
25847,174.0,208.0,96.0,103.0,4400.0,7.0,1.4,1013.9,-7.9,0.0,SE,0.2,Aotizhongxin,2016-02-10 22:00:00
25848,197.0,211.0,119.0,102.0,5200.0,9.0,0.3,1013.6,-7.7,0.0,NE,1.0,Aotizhongxin,2016-02-10 23:00:00
25849,206.0,214.0,132.0,102.0,6200.0,12.0,0.0,1013.7,-7.3,0.0,ESE,0.8,Aotizhongxin,2016-02-11 00:00:00
25850,212.0,223.0,137.0,104.0,6100.0,11.0,0.8,1013.3,-6.5,0.0,NNE,0.4,Aotizhongxin,2016-02-11 01:00:00
25851,205.0,216.0,101.0,100.0,6200.0,10.0,1.1,1013.3,-5.6,0.0,NW,0.3,Aotizhongxin,2016-02-11 02:00:00
25852,198.0,202.0,103.0,99.0,6000.0,10.0,0.7,1013.1,-4.9,0.0,ESE,0.8,Aotizhongxin,2016-02-11 03:00:00
25853,190.0,194.0,107.0,100.0,6000.0,33.94703389830509,0.9,1012.4,-4.3,0.0,E,0.8,Aotizhongxin,2016-02-11 04:00:00
25854,191.0,199.0,97.0,94.0,5900.0,10.0,1.3,1012.4,-4.6,0.0,E,1.5,Aotizhongxin,2016-02-11 05:00:00
25855,198.0,211.0,94.0,90.0,6400.0,10.0,2.0,1012.1,-5.9,0.0,NE,0.9,Aotizhongxin,2016-02-11 06:00:00
25856,220.0,242.0,90.0,83.0,6600.0,10.0,2.1,1012.9,-6.0,0.0,SSE,0.8,Aotizhongxin,2016-02-11 07:00:00
25857,199.0,266.0,58.0,71.0,5000.0,7.0,3.4,1013.2,-1.6,0.0,ENE,1.5,Aotizhongxin,2016-02-11 08:00:00
25858,162.0,218.0,39.0,59.0,3200.0,8.0,3.5,1013.6,1.7,0.0,NE,0.2,Aotizhongxin,2016-02-11 09:00:00
25859,161.0,207.0,30.0,61.0,3200.0,4.0,3.7,1013.5,2.2,0.0,E,0.3,Aotizhongxin,2016-02-11 10:00:00
25860,166.0,195.0,36.0,63.0,3400.0,6.0,4.2,1013.4,2.7,0.0,SE,0.3,Aotizhongxin,2016-02-11 11:00:00
25861,161.0,198.0,40.0,57.0,2900.0,10.0,4.8,1012.8,-4.2,0.0,ENE,1.1,Aotizhongxin,2016-02-11 12:00:00
25862,173.0,184.0,46.0,65.0,3700.0,9.0,5.7,1012.2,-1.7,0.0,NNW,0.5,Aotizhongxin,2016-02-11 13:00:00
25863,168.0,191.0,44.0,57.0,3400.0,13.0,5.9,1011.4,0.2,0.0,WNW,1.2,Aotizhongxin,2016-02-11 14:00:00
25864,162.0,162.0,46.0,53.0,3400.0,18.0,6.4,1010.9,1.5,0.0,WNW,1.1,Aotizhongxin,2016-02-11 15:00:00
25865,146.0,146.0,43.0,45.0,2700.0,27.0,6.3,1011.1,1.0,0.0,SSW,0.4,Aotizhongxin,2016-02-11 16:00:00
25866,120.0,120.0,40.0,28.0,1900.0,48.0,6.3,1011.5,1.2,0.0,SW,0.9,Aotizhongxin,2016-02-11 17:00:00
25867,113.0,113.0,31.0,39.0,2000.0,36.0,5.7,1012.0,1.0,0.0,N,0.6,Aotizhongxin,2016-02-11 18:00:00
25868,143.0,143.0,29.0,67.0,3200.0,3.0,5.1,1012.5,1.0,0.0,ENE,0.5,Aotizhongxin,2016-02-11 19:00:00
25869,131.0,131.0,27.0,64.0,2800.0,6.0,4.8,1012.5,0.7,0.0,NW,0.7,Aotizhongxin,2016-02-11 20:00:00
25870,100.0,100.0,23.0,42.0,1800.0,35.0,5.3,1012.6,1.6,0.0,NE,0.7,Aotizhongxin,2016-02-11 21:00:00
25871,83.0,83.0,18.0,29.0,1300.0,48.0,5.0,1012.6,1.5,0.0,S,0.5,Aotizhongxin,2016-02-11 22:00:00
25872,72.0,72.0,16.0,22.0,1100.0,59.0,4.8,1012.7,1.6,0.0,SE,0.0,Aotizhongxin,2016-02-11 23:00:00
25873,81.0,81.0,13.0,22.0,1200.0,55.0,5.0,1012.6,2.0,0.0,NE,1.2,Aotizhongxin,2016-02-12 00:00:00
25874,102.0,102.0,14.0,43.0,1900.0,29.0,5.1,1012.5,1.8,0.0,E,0.8,Aotizhongxin,2016-02-12 01:00:00
25875,126.0,126.0,21.0,55.0,2700.0,15.0,4.9,1012.5,1.7,0.0,E,0.8,Aotizhongxin,2016-02-12 02:00:00
25876,128.0,128.0,22.0,55.0,2800.0,14.0,4.9,1012.4,-0.3,0.0,NE,1.2,Aotizhongxin,2016-02-12 03:00:00
25877,176.0,176.0,22.0,68.0,4000.0,6.0,2.6,1012.1,-2.3,0.0,ENE,1.5,Aotizhongxin,2016-02-12 04:00:00
25878,159.0,159.0,25.0,51.0,3200.0,19.0,0.8,1012.0,-3.5,0.0,E,0.5,Aotizhongxin,2016-02-12 05:00:00
25879,149.0,149.0,19.0,41.0,2900.0,24.0,-0.4,1012.0,-3.6,0.0,ENE,0.4,Aotizhongxin,2016-02-12 06:00:00
25880,143.0,143.0,13.0,55.0,2800.0,9.0,-1.1,1012.2,-3.6,0.0,ENE,0.9,Aotizhongxin,2016-02-12 07:00:00
25881,138.0,138.0,12.0,57.0,2800.0,7.0,0.0,1012.8,-3.2,0.0,ESE,0.9,Aotizhongxin,2016-02-12 08:00:00
25882,126.0,128.0,19.0,46.0,2400.0,20.0,2.5,1013.1,-2.6,0.0,ENE,1.3,Aotizhongxin,2016-02-12 09:00:00
25883,147.0,147.0,34.0,42.0,2500.0,31.0,4.7,1012.9,-2.2,0.0,NE,1.4,Aotizhongxin,2016-02-12 10:00:00
25884,163.0,163.0,45.0,39.0,2500.0,42.0,6.7,1012.5,-1.0,0.0,NNE,1.3,Aotizhongxin,2016-02-12 11:00:00
25885,167.0,167.0,54.0,38.0,2300.0,50.0,8.2,1011.3,-0.6,0.0,NE,1.4,Aotizhongxin,2016-02-12 12:00:00
25886,178.0,178.0,54.0,38.0,2300.0,60.0,9.2,1010.7,-0.7,0.0,NW,0.8,Aotizhongxin,2016-02-12 13:00:00
25887,185.0,185.0,57.0,48.0,2400.0,56.0,10.4,1009.9,-0.4,0.0,SSW,0.9,Aotizhongxin,2016-02-12 14:00:00
25888,190.0,190.0,46.0,58.0,2500.0,52.0,10.0,1009.6,-0.2,0.0,WSW,1.0,Aotizhongxin,2016-02-12 15:00:00
25889,179.0,201.0,27.0,60.0,2400.0,46.0,8.5,1009.9,4.1,0.3,ESE,1.0,Aotizhongxin,2016-02-12 16:00:00
25890,184.0,184.0,12.0,74.0,2800.0,20.0,7.2,1010.2,3.4,0.6,ENE,1.6,Aotizhongxin,2016-02-12 17:00:00
25891,210.0,210.0,13.0,72.0,3200.0,21.0,6.8,1011.3,4.1,0.3,NE,0.9,Aotizhongxin,2016-02-12 18:00:00
25892,225.0,225.0,9.0,62.0,3300.0,21.0,6.3,1011.5,4.1,1.3,N,1.2,Aotizhongxin,2016-02-12 19:00:00
25893,221.0,221.0,9.0,52.0,3100.0,22.0,6.3,1012.1,4.5,1.0,NNE,1.9,Aotizhongxin,2016-02-12 20:00:00
25894,204.0,204.0,8.0,44.0,2800.0,25.0,6.2,1013.1,4.7,1.0,N,2.3,Aotizhongxin,2016-02-12 21:00:00
25895,105.0,105.0,6.0,24.0,1600.0,37.0,5.5,1014.0,3.5,1.9,N,2.4,Aotizhongxin,2016-02-12 22:00:00
25896,37.0,37.0,3.0,15.0,1000.0,42.0,4.9,1014.7,2.8,1.2,NNW,2.9,Aotizhongxin,2016-02-12 23:00:00
25897,27.0,27.0,2.0,12.0,800.0,44.0,4.0,1016.0,1.7,1.7,NW,2.9,Aotizhongxin,2016-02-13 00:00:00
25898,21.0,21.0,2.0,10.0,700.0,47.0,2.7,1016.2,0.8,1.8,NW,3.2,Aotizhongxin,2016-02-13 01:00:00
25899,16.0,16.0,5.0,9.0,600.0,53.0,2.0,1016.8,0.1,0.5,NW,4.0,Aotizhongxin,2016-02-13 02:00:00
25900,15.0,15.0,5.0,8.0,500.0,56.0,1.4,1017.4,-1.0,0.2,NNW,4.9,Aotizhongxin,2016-02-13 03:00:00
25901,13.0,13.0,5.0,8.0,500.0,33.94703389830509,0.7,1017.8,-1.5,0.5,NNW,4.6,Aotizhongxin,2016-02-13 04:00:00
25902,10.0,10.0,6.0,8.0,400.0,54.0,1.3,1018.0,-4.2,0.1,NNW,4.8,Aotizhongxin,2016-02-13 05:00:00
25903,11.0,11.0,8.0,10.0,400.0,56.0,1.1,1018.7,-5.2,0.2,NNW,4.8,Aotizhongxin,2016-02-13 06:00:00
25904,11.0,11.0,9.0,12.0,400.0,57.0,1.3,1019.6,-8.0,0.0,N,4.5,Aotizhongxin,2016-02-13 07:00:00
25905,3.0,5.0,10.0,9.0,300.0,60.0,1.4,1020.5,-10.1,0.0,NNW,4.2,Aotizhongxin,2016-02-13 08:00:00
25906,10.0,10.0,10.0,11.0,400.0,58.0,1.6,1021.2,-11.9,0.0,N,4.5,Aotizhongxin,2016-02-13 09:00:00
25907,10.0,10.0,11.0,12.0,400.0,58.0,1.5,1021.5,-13.1,0.0,NNW,4.5,Aotizhongxin,2016-02-13 10:00:00
25908,5.0,5.0,9.0,11.0,400.0,62.0,1.4,1021.6,-13.5,0.0,NNW,5.5,Aotizhongxin,2016-02-13 11:00:00
25909,8.0,8.0,9.0,9.0,400.0,66.0,2.0,1021.3,-14.2,0.0,N,5.5,Aotizhongxin,2016-02-13 12:00:00
25910,11.0,11.0,8.0,9.0,400.0,67.0,1.9,1021.2,-14.7,0.0,NNW,4.6,Aotizhongxin,2016-02-13 13:00:00
25911,8.0,8.0,4.0,6.0,300.0,72.0,2.0,1021.3,-17.0,0.0,NNW,5.3,Aotizhongxin,2016-02-13 14:00:00
25912,10.0,17.0,5.0,6.0,300.0,72.0,2.5,1021.5,-17.1,0.0,NNW,5.4,Aotizhongxin,2016-02-13 15:00:00
25913,9.0,9.0,7.0,8.0,300.0,70.0,1.6,1021.6,-14.6,0.0,NW,3.9,Aotizhongxin,2016-02-13 16:00:00
25914,6.0,15.0,7.0,10.0,300.0,65.0,0.5,1022.8,-19.4,0.0,NNW,5.8,Aotizhongxin,2016-02-13 17:00:00
25915,9.0,15.0,8.0,11.0,400.0,63.0,-0.6,1024.1,-20.9,0.0,NW,6.6,Aotizhongxin,2016-02-13 18:00:00
25916,3.0,5.0,5.0,6.0,300.0,72.0,-1.6,1025.0,-21.7,0.0,NW,6.5,Aotizhongxin,2016-02-13 19:00:00
25917,4.0,10.0,4.0,6.0,300.0,72.0,-2.4,1025.5,-22.4,0.0,NNW,5.9,Aotizhongxin,2016-02-13 20:00:00
25918,4.0,12.0,3.0,6.0,300.0,71.0,-3.0,1026.7,-22.3,0.0,NNW,4.9,Aotizhongxin,2016-02-13 21:00:00
25919,6.0,18.0,2.0,7.0,300.0,68.0,-3.8,1026.9,-22.0,0.0,NNW,3.8,Aotizhongxin,2016-02-13 22:00:00
25920,4.0,9.0,2.0,7.0,300.0,67.0,-4.5,1027.2,-22.6,0.0,N,4.6,Aotizhongxin,2016-02-13 23:00:00
25921,8.0,10.0,2.0,5.0,300.0,68.0,-5.1,1027.4,-22.1,0.0,NNW,3.4,Aotizhongxin,2016-02-14 00:00:00
25922,5.0,11.0,2.0,5.0,300.0,67.0,-5.6,1027.1,-22.6,0.0,N,4.4,Aotizhongxin,2016-02-14 01:00:00
25923,8.0,9.0,2.0,6.0,400.0,65.0,-6.1,1027.1,-20.9,0.0,NNW,4.2,Aotizhongxin,2016-02-14 02:00:00
25924,6.0,6.0,2.0,6.0,400.0,66.0,-6.3,1027.1,-21.5,0.0,NW,3.4,Aotizhongxin,2016-02-14 03:00:00
25925,7.0,7.0,2.0,5.0,300.0,66.0,-6.3,1026.8,-21.9,0.0,NW,4.1,Aotizhongxin,2016-02-14 04:00:00
25926,7.0,7.0,2.0,5.0,400.0,66.0,-6.8,1027.2,-22.3,0.0,NNW,2.0,Aotizhongxin,2016-02-14 05:00:00
25927,6.0,8.0,2.0,6.0,400.0,64.0,-6.7,1027.7,-21.8,0.0,NNW,3.6,Aotizhongxin,2016-02-14 06:00:00
25928,6.0,10.0,2.0,8.0,400.0,62.0,-6.9,1028.7,-22.0,0.0,NNW,3.6,Aotizhongxin,2016-02-14 07:00:00
25929,5.0,12.0,2.0,12.0,400.0,58.0,-6.4,1029.3,-22.4,0.0,NW,4.5,Aotizhongxin,2016-02-14 08:00:00
25930,8.0,9.0,2.0,12.0,500.0,59.0,-5.5,1029.5,-22.0,0.0,NW,4.7,Aotizhongxin,2016-02-14 09:00:00
25931,7.0,7.0,2.0,8.0,400.0,64.0,-4.3,1029.2,-22.9,0.0,NW,4.5,Aotizhongxin,2016-02-14 10:00:00
25932,6.0,6.0,2.0,5.0,400.0,70.0,-3.5,1028.7,-22.7,0.0,NNW,4.6,Aotizhongxin,2016-02-14 11:00:00
25933,5.0,5.0,2.0,4.0,400.0,73.0,-2.9,1028.5,-22.8,0.0,NNW,5.6,Aotizhongxin,2016-02-14 12:00:00
25934,8.0,12.0,2.0,4.0,400.0,74.0,-2.6,1027.7,-22.0,0.0,WNW,6.3,Aotizhongxin,2016-02-14 13:00:00
25935,8.0,8.0,2.0,4.0,300.0,74.0,-1.5,1026.9,-20.5,0.0,NW,4.7,Aotizhongxin,2016-02-14 14:00:00
25936,6.0,7.0,2.0,4.0,300.0,74.0,-1.4,1026.6,-21.0,0.0,NW,5.6,Aotizhongxin,2016-02-14 15:00:00
25937,6.0,7.0,2.0,4.0,300.0,75.0,-1.5,1026.5,-21.0,0.0,WNW,7.0,Aotizhongxin,2016-02-14 16:00:00
25938,7.0,7.0,2.0,5.0,300.0,74.0,-1.6,1026.6,-21.1,0.0,NW,4.7,Aotizhongxin,2016-02-14 17:00:00
25939,7.0,17.0,2.0,8.0,300.0,71.0,-2.6,1026.8,-21.4,0.0,WNW,5.6,Aotizhongxin,2016-02-14 18:00:00
25940,5.0,33.0,2.0,10.0,300.0,68.0,-3.1,1027.3,-21.4,0.0,NW,5.5,Aotizhongxin,2016-02-14 19:00:00
25941,6.0,37.0,2.0,11.0,400.0,66.0,-3.5,1027.8,-21.2,0.0,NW,5.5,Aotizhongxin,2016-02-14 20:00:00
25942,6.0,38.0,2.0,10.0,300.0,66.0,-3.9,1028.1,-21.1,0.0,NW,3.9,Aotizhongxin,2016-02-14 21:00:00
25943,8.0,29.0,2.0,9.0,300.0,67.0,-4.2,1028.1,-21.3,0.0,NW,4.1,Aotizhongxin,2016-02-14 22:00:00
25944,5.0,22.0,2.0,8.0,400.0,67.0,-4.6,1028.2,-22.2,0.0,NW,6.3,Aotizhongxin,2016-02-14 23:00:00
25945,6.0,30.0,2.0,7.0,400.0,66.0,-4.9,1027.9,-21.5,0.0,WNW,5.4,Aotizhongxin,2016-02-15 00:00:00
25946,8.0,29.0,2.0,9.0,400.0,63.0,-4.5,1027.4,-20.3,0.0,NW,3.6,Aotizhongxin,2016-02-15 01:00:00
25947,6.0,22.0,6.0,9.0,400.0,61.0,-4.6,1026.4,-20.0,0.0,WNW,2.9,Aotizhongxin,2016-02-15 02:00:00
25948,3.0,32.0,3.0,5.0,300.0,67.0,-3.8,1025.0,-18.9,0.0,NW,3.7,Aotizhongxin,2016-02-15 03:00:00
25949,6.0,40.0,3.0,5.0,300.0,33.94703389830509,-3.4,1024.1,-18.9,0.0,NNW,3.5,Aotizhongxin,2016-02-15 04:00:00
25950,5.0,34.0,4.0,9.0,300.0,64.0,-3.9,1023.7,-19.0,0.0,NNW,1.7,Aotizhongxin,2016-02-15 05:00:00
25951,5.0,28.0,5.0,11.0,300.0,63.0,-3.6,1023.6,-19.1,0.0,NW,3.9,Aotizhongxin,2016-02-15 06:00:00
25952,6.0,28.0,6.0,15.0,400.0,60.0,-3.6,1023.5,-18.7,0.0,NW,3.5,Aotizhongxin,2016-02-15 07:00:00
25953,3.0,26.0,5.0,22.0,400.0,54.0,-3.0,1023.5,-18.6,0.0,NW,2.8,Aotizhongxin,2016-02-15 08:00:00
25954,6.0,22.0,4.0,16.0,400.0,60.0,-1.9,1023.5,-18.9,0.0,NW,4.5,Aotizhongxin,2016-02-15 09:00:00
25955,6.0,22.0,5.0,11.0,400.0,66.0,-0.7,1023.0,-18.8,0.0,NW,3.6,Aotizhongxin,2016-02-15 10:00:00
25956,5.0,17.0,4.0,7.0,300.0,71.0,0.3,1022.2,-19.0,0.0,NNW,4.5,Aotizhongxin,2016-02-15 11:00:00
25957,5.0,16.0,6.0,7.0,300.0,71.0,1.6,1021.0,-18.4,0.0,NW,3.3,Aotizhongxin,2016-02-15 12:00:00
25958,8.0,14.0,6.0,6.0,300.0,74.0,2.2,1020.1,-18.5,0.0,NW,5.0,Aotizhongxin,2016-02-15 13:00:00
25959,5.0,25.0,6.0,6.0,300.0,77.0,3.0,1019.3,-18.4,0.0,NW,6.3,Aotizhongxin,2016-02-15 14:00:00
25960,8.0,46.0,8.0,6.0,300.0,78.0,3.3,1018.8,-17.6,0.0,NW,7.1,Aotizhongxin,2016-02-15 15:00:00
25961,6.0,80.0,10.0,7.0,300.0,77.0,3.4,1019.1,-17.5,0.0,WNW,7.1,Aotizhongxin,2016-02-15 16:00:00
25962,11.0,105.0,13.0,10.0,300.0,76.0,3.2,1019.0,-17.1,0.0,NW,3.8,Aotizhongxin,2016-02-15 17:00:00
25963,11.0,130.0,17.0,15.0,300.0,70.0,2.5,1019.0,-16.6,0.0,NW,3.8,Aotizhongxin,2016-02-15 18:00:00
25964,11.0,124.0,18.0,18.0,300.0,66.0,1.9,1019.4,-16.6,0.0,NW,1.6,Aotizhongxin,2016-02-15 19:00:00
25965,10.0,122.0,17.0,16.0,300.0,68.0,2.0,1019.7,-16.5,0.0,NW,3.6,Aotizhongxin,2016-02-15 20:00:00
25966,7.0,147.0,15.0,12.0,300.0,73.0,1.9,1019.9,-16.6,0.0,NW,5.3,Aotizhongxin,2016-02-15 21:00:00
25967,10.0,112.0,14.0,9.0,200.0,73.0,1.4,1019.7,-16.5,0.0,NW,4.4,Aotizhongxin,2016-02-15 22:00:00
25968,7.0,89.0,16.0,10.0,300.0,71.0,1.5,1019.2,-16.4,0.0,NW,4.1,Aotizhongxin,2016-02-15 23:00:00
25969,8.0,72.0,16.0,10.0,300.0,71.0,1.6,1018.9,-16.8,0.0,NW,3.7,Aotizhongxin,2016-02-16 00:00:00
25970,8.0,69.0,15.0,9.0,300.0,73.0,2.4,1018.8,-16.7,0.0,NW,5.4,Aotizhongxin,2016-02-16 01:00:00
25971,5.0,62.0,14.0,7.0,200.0,74.0,2.3,1018.2,-16.2,0.0,WNW,4.3,Aotizhongxin,2016-02-16 02:00:00
25972,6.0,43.0,13.0,7.0,300.0,75.0,2.4,1017.8,-16.2,0.0,WNW,4.2,Aotizhongxin,2016-02-16 03:00:00
25973,4.0,38.0,13.0,6.0,200.0,75.0,2.4,1017.3,-16.7,0.0,NW,4.0,Aotizhongxin,2016-02-16 04:00:00
25974,4.0,38.0,12.0,7.0,200.0,76.0,1.7,1017.5,-16.8,0.0,NW,3.3,Aotizhongxin,2016-02-16 05:00:00
25975,5.0,36.0,13.0,9.0,300.0,74.0,1.3,1017.6,-16.6,0.0,WNW,2.8,Aotizhongxin,2016-02-16 06:00:00
25976,3.0,33.0,15.0,20.0,300.0,63.0,1.3,1017.7,-16.6,0.0,WNW,3.0,Aotizhongxin,2016-02-16 07:00:00
25977,3.0,31.0,15.0,21.0,300.0,61.0,1.8,1018.2,-16.2,0.0,NW,2.0,Aotizhongxin,2016-02-16 08:00:00
25978,5.0,33.0,14.0,19.0,300.0,65.0,3.5,1018.5,-15.7,0.0,NNW,2.2,Aotizhongxin,2016-02-16 09:00:00
25979,4.0,30.0,13.0,11.0,300.0,73.0,3.9,1018.7,-15.4,0.0,NW,4.2,Aotizhongxin,2016-02-16 10:00:00
25980,5.0,32.0,13.0,7.0,300.0,77.0,4.7,1019.0,-15.3,0.0,NNW,4.6,Aotizhongxin,2016-02-16 11:00:00
25981,9.0,29.0,14.0,7.0,200.0,79.0,6.1,1018.6,-14.6,0.0,NW,3.7,Aotizhongxin,2016-02-16 12:00:00
